Country Name,Country Code,Series Name,2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Madagascar,MDG,Control of Corruption: Estimate,-1.020541787,-1.052205682,-1.009642959,-0.952458918,-1.008650899
Madagascar,MDG,Cost of business start-up procedures (% of GNI per capita),33,30.2,..,..,..
Madagascar,MDG,"Current education expenditure, total (% of total expenditure in public institutions)",..,..,..,..,..
Madagascar,MDG,Current health expenditure (% of GDP),4.22846937,3.10129309,3.72316122,3.5045228,..
Madagascar,MDG,Forest area (% of land area),21.40983156,21.38712616,21.36440358,21.34169251,..
Madagascar,MDG,Fossil fuel energy consumption (% of total),..,..,..,..,..
Madagascar,MDG,Gini index,..,..,..,..,..
Madagascar,MDG,Government Effectiveness: Estimate,-1.212072134,-1.193292379,-1.052760601,-1.027718067,-0.987728238
Madagascar,MDG,"Hospital beds (per 1,000 people)",..,..,..,..,..
Madagascar,MDG,Human capital index (HCI) (scale 0-1),0.385492682,..,0.391991019,..,..
Madagascar,MDG,"Immunization, DPT (% of children ages 12-23 months)",74,70,68,57,57
Madagascar,MDG,"Immunization, HepB3 (% of one-year-old children)",74,70,68,57,57
Madagascar,MDG,"Immunization, measles (% of children ages 12-23 months)",68,60,55,44,44
Madagascar,MDG,Individuals using the Internet (% of population),8.7,11.8314,15.8196,18.1313,20.5777
Madagascar,MDG,"Inflation, consumer prices (annual %)",8.594229589,5.610514415,4.201793122,5.812251188,8.16059032
Madagascar,MDG,"Intentional homicides (per 100,000 people)",..,..,..,..,..
Madagascar,MDG,"Internally displaced persons, total displaced by conflict and violence (number of people)",2000,1500,1500,2800,2800
Madagascar,MDG,Lending interest rate (%),55.38958333,49,48.86666667,48.28333333,48.83333333
Madagascar,MDG,"Life expectancy at birth, total (years)",65.27,65.882,65.182,64.485,65.23
Madagascar,MDG,"Literacy rate, adult total (% of people ages 15 and above)",76.67967987,..,..,..,77.48000336
Madagascar,MDG,Logistics performance index: Overall (1=low to 5=high),2.39,..,..,..,2.3
Madagascar,MDG,Losses due to theft and vandalism (% of annual sales for affected firms),..,..,..,..,11.5
Madagascar,MDG,"Maternal mortality ratio (national estimate, per 100,000 live births)",..,..,..,..,..
Madagascar,MDG,Mobile cellular subscriptions (per 100 people),39.68745918,47.22673416,56.2228538,56.30041625,70.18472487
Madagascar,MDG,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",..,40.1,..,..,..
Madagascar,MDG,Multidimensional poverty headcount ratio (World Bank) (% of population),..,..,..,..,..
Madagascar,MDG,Net migration,485,-1487,-742,-742,-1500
Madagascar,MDG,Out-of-pocket expenditure (% of current health expenditure),29.28008461,34.22468185,30.93841553,32.71157837,..
Madagascar,MDG,"Persistence to last grade of primary, total (% of cohort)",31.5692997,..,..,..,..
Madagascar,MDG,"Physicians (per 1,000 people)",0.195,..,..,..,..
Madagascar,MDG,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",..,..,..,..,..
Madagascar,MDG,Political Stability and Absence of Violence/Terrorism: Estimate,-0.578839123,-0.313983828,-0.509343922,-0.54227978,-0.531038582
Madagascar,MDG,Population living in slums (% of urban population),69.82165,..,67.42009,..,..
Madagascar,MDG,Pregnant women receiving prenatal care (%),85.1,..,..,88.9,..
Madagascar,MDG,Prevalence of moderate or severe food insecurity in the population (%),58,59.6,61.1,64.9,..
Madagascar,MDG,Prevalence of severe food insecurity in the population (%),9.5,9.9,10.3,12.2,..
Madagascar,MDG,Prevalence of undernourishment (% of population),44.7,47.1,49.5,51,..
Madagascar,MDG,"Primary completion rate, total (% of relevant age group)",63.12284851,60.7599411,59.1629982,63.17200089,59.32899857
Madagascar,MDG,Profit tax (% of commercial profits),16.6,16.6,..,..,..
Madagascar,MDG,Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),..,..,..,..,..
Madagascar,MDG,Proportion of seats held by women in national parliaments (%),19.20529801,15.89403974,17.8807947,17.8807947,18.54304636
Madagascar,MDG,"Pupil-teacher ratio, primary",39.81169,..,..,..,..
Madagascar,MDG,Rail lines (total route-km),673,673,673,673,..
Madagascar,MDG,Refugee population by country or territory of asylum,39,113,112,165,119
Madagascar,MDG,Regulatory Quality: Estimate,-0.785894692,-0.78888917,-0.811572015,-0.836634576,-0.815499842
Madagascar,MDG,Risk of impoverishing expenditure for surgical care (% of people at risk),..,..,..,..,..
Madagascar,MDG,Rule of Law: Estimate,-0.836624086,-1.013272643,-0.879376113,-0.885180354,-0.942355335
Madagascar,MDG,"Share of youth not in education, employment or training, total (% of youth population)",..,..,..,..,24.488
Madagascar,MDG,Statistical performance indicators (SPI): Overall score (scale 0-100),50.1875,51.98041667,54.00208333,54.38083333,53.7475
Madagascar,MDG,"Suicide mortality rate (per 100,000 population)",5.5,5.5,..,..,..
Madagascar,MDG,"Survival to age 65, female (% of cohort)",69.999671,71.357414,70.030613,68.371788,69.604369
Madagascar,MDG,"Survival to age 65, male (% of cohort)",61.831959,62.625048,60.708496,59.070234,60.287815
Madagascar,MDG,Total greenhouse gas emissions (kt of CO2 equivalent),29200.57375,30834.39778,30566.42841,..,..
Madagascar,MDG,Total tax and contribution rate (% of profit),38.3,38.3,..,..,..
Madagascar,MDG,"Unemployment, total (% of total labor force) (national estimate)",..,..,..,..,3.186
Madagascar,MDG,Voice and Accountability: Estimate,-0.32132712,-0.234669492,-0.261799514,-0.273578018,-0.287314951
Madagascar,MDG,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",..,..,..,72,..
Madagascar,MDG,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",..,..,..,74.9,..
Malawi,MWI,Access to electricity (% of population),18,11.2,11.5,14.2,14
Malawi,MWI,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),..,..,..,42.71,..
Malawi,MWI,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),..,9.65964414,..,..,..
Malawi,MWI,"Air transport, passengers carried",10545,7117,1792.164,1290.356,..
Malawi,MWI,Compensation of employees (current LCU),3.31E+11,3.99E+11,4.74E+11,5.53E+11,7.72E+11
Malawi,MWI,"Contraceptive prevalence, any method (% of married women ages 15-49)",..,..,65.6,..,..
Malawi,MWI,Control of Corruption: Estimate,-0.765652001,-0.785404325,-0.392753959,-0.323193759,-0.61048007
Malawi,MWI,Cost of business start-up procedures (% of GNI per capita),38.6,32.6,..,..,..
Malawi,MWI,"Current education expenditure, total (% of total expenditure in public institutions)",..,..,..,..,..
Malawi,MWI,Current health expenditure (% of GDP),6.87366676,7.15010023,7.0088768,7.41194487,..
Malawi,MWI,Forest area (% of land area),24.66801018,24.22252864,23.77704709,23.33156555,..
Malawi,MWI,Fossil fuel energy consumption (% of total),..,..,..,..,..
Malawi,MWI,Gini index,..,38.5,..,..,..
Malawi,MWI,Government Effectiveness: Estimate,-0.801292062,-0.798726916,-0.818331599,-0.792836785,-0.840930998
Malawi,MWI,"Hospital beds (per 1,000 people)",..,..,..,..,..
Malawi,MWI,Human capital index (HCI) (scale 0-1),0.411061704,..,0.413240641,..,..
Malawi,MWI,"Immunization, DPT (% of children ages 12-23 months)",92,95,94,93,86
Malawi,MWI,"Immunization, HepB3 (% of one-year-old children)",92,95,94,93,86
Malawi,MWI,"Immunization, measles (% of children ages 12-23 months)",87,92,90,90,82
Malawi,MWI,Individuals using the Internet (% of population),8,14.6,22.2466,26.9325,27.6609
Malawi,MWI,"Inflation, consumer prices (annual %)",12.42017811,9.370836056,8.625514697,9.330144108,20.95396973
Malawi,MWI,"Intentional homicides (per 100,000 people)",..,..,..,..,..
Malawi,MWI,"Internally displaced persons, total displaced by conflict and violence (number of people)",..,..,..,..,..
Malawi,MWI,Lending interest rate (%),32.29,25.67430556,24.2162963,23.88125,25.35166667
Malawi,MWI,"Life expectancy at birth, total (years)",63.276,64.119,63.717,62.904,62.898
Malawi,MWI,"Literacy rate, adult total (% of people ages 15 and above)",..,..,..,..,68.08000183
Malawi,MWI,Logistics performance index: Overall (1=low to 5=high),2.59,..,..,..,..
Malawi,MWI,Losses due to theft and vandalism (% of annual sales for affected firms),..,..,..,..,..
Malawi,MWI,"Maternal mortality ratio (national estimate, per 100,000 live births)",..,..,..,..,..
Malawi,MWI,Mobile cellular subscriptions (per 100 people),38.52869707,47.17691214,51.6315658,60.03162334,60.12725997
Malawi,MWI,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",..,30.8,..,..,..
Malawi,MWI,Multidimensional poverty headcount ratio (World Bank) (% of population),..,78.3,..,..,..
Malawi,MWI,Net migration,-3706,-2228,-1775,-1775,-6000
Malawi,MWI,Out-of-pocket expenditure (% of current health expenditure),12.8176527,12.19738483,15.79892921,14.1083765,..
Malawi,MWI,"Persistence to last grade of primary, total (% of cohort)",..,..,..,..,..
Malawi,MWI,"Physicians (per 1,000 people)",0.15,..,0.049,..,..
Malawi,MWI,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",..,..,..,..,..
Malawi,MWI,Political Stability and Absence of Violence/Terrorism: Estimate,-0.431270897,-0.286847949,-0.118913285,-0.109315783,-0.15286392
Malawi,MWI,Population living in slums (% of urban population),49.78452,..,49.78452,..,..
Malawi,MWI,Pregnant women receiving prenatal care (%),..,..,96.8,..,..
Malawi,MWI,Prevalence of moderate or severe food insecurity in the population (%),78.8,79.9,81.3,82.4,..
Malawi,MWI,Prevalence of severe food insecurity in the population (%),48.3,49.5,51,52.2,..
Malawi,MWI,Prevalence of undernourishment (% of population),15.7,16.5,17.2,17.8,..
Malawi,MWI,"Primary completion rate, total (% of relevant age group)",..,76.29367065,..,86.5739975,..
Malawi,MWI,Profit tax (% of commercial profits),20.4,20.4,..,..,..
Malawi,MWI,Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),..,0.87,..,..,..
Malawi,MWI,Proportion of seats held by women in national parliaments (%),16.66666667,22.91666667,22.91666667,22.91666667,22.91666667
Malawi,MWI,"Pupil-teacher ratio, primary",58.67919,..,..,..,..
Malawi,MWI,Rail lines (total route-km),..,..,..,..,..
Malawi,MWI,Refugee population by country or territory of asylum,13783,14087,14892,21529,35162
Malawi,MWI,Regulatory Quality: Estimate,-0.723060787,-0.749148667,-0.785046399,-0.801559806,-0.739736259
Malawi,MWI,Risk of impoverishing expenditure for surgical care (% of people at risk),..,..,..,..,..
Malawi,MWI,Rule of Law: Estimate,-0.405376077,-0.343976617,-0.278625727,-0.249046683,-0.218995497
Malawi,MWI,"Share of youth not in education, employment or training, total (% of youth population)",..,..,19.41,..,..
Malawi,MWI,Statistical performance indicators (SPI): Overall score (scale 0-100),53.99791667,56.64041667,58.35458333,65.12583333,64.81416667
Malawi,MWI,"Suicide mortality rate (per 100,000 population)",5.6,5.4,..,..,..
Malawi,MWI,"Survival to age 65, female (% of cohort)",63.609755,65.720274,65.04574,62.926422,62.664211
Malawi,MWI,"Survival to age 65, male (% of cohort)",47.953676,49.500583,48.408063,46.861151,47.02527
Malawi,MWI,Total greenhouse gas emissions (kt of CO2 equivalent),10530.26139,11765.31867,11982.42756,..,..
Malawi,MWI,Total tax and contribution rate (% of profit),34.5,34.5,..,..,..
Malawi,MWI,"Unemployment, total (% of total labor force) (national estimate)",..,..,0.907,..,..
Malawi,MWI,Voice and Accountability: Estimate,-0.075617775,-0.110343345,0.004117197,0.07454396,0.068959244
Malawi,MWI,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",..,..,..,..,..
Malawi,MWI,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",..,..,..,..,..
Malaysia,MYS,Access to electricity (% of population),100,100,100,100,100
Malaysia,MYS,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),..,..,..,88.37,..
Malaysia,MYS,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),..,..,..,..,..
Malaysia,MYS,"Air transport, passengers carried",60481772,63623130,15893988,4965360.963,..
Malaysia,MYS,Compensation of employees (current LCU),79988967837,80534388107,82996331516,85854000000,87789000000
Malaysia,MYS,"Contraceptive prevalence, any method (% of married women ages 15-49)",..,..,..,..,..
Malaysia,MYS,Control of Corruption: Estimate,0.300330877,0.233307585,0.229109854,0.146786317,0.249183893
Malaysia,MYS,Cost of business start-up procedures (% of GNI per capita),11.6,11.1,..,..,..
Malaysia,MYS,"Current education expenditure, total (% of total expenditure in public institutions)",93.36093903,92.38037872,97.21630096,94.40770721,..
Malaysia,MYS,Current health expenditure (% of GDP),3.75944281,3.83991051,4.08395433,4.38380671,..
Malaysia,MYS,Forest area (% of land area),58.48224015,58.32959976,58.17695937,58.02431898,..
Malaysia,MYS,Fossil fuel energy consumption (% of total),..,..,..,..,..
Malaysia,MYS,Gini index,41.2,..,..,40.7,..
Malaysia,MYS,Government Effectiveness: Estimate,1.053842545,0.967821717,1.02247262,0.95354408,0.993270576
Malaysia,MYS,"Hospital beds (per 1,000 people)",1.93,1.94,1.97,2.01,..
Malaysia,MYS,Human capital index (HCI) (scale 0-1),0.632578671,..,0.61097616,..,..
Malaysia,MYS,"Immunization, DPT (% of children ages 12-23 months)",99,98,98,95,97
Malaysia,MYS,"Immunization, HepB3 (% of one-year-old children)",99,97,99,94,96
Malaysia,MYS,"Immunization, measles (% of children ages 12-23 months)",98,97,95,96,96
Malaysia,MYS,Individuals using the Internet (% of population),81.201,84.1871,89.555,96.7514,97.3986
Malaysia,MYS,"Inflation, consumer prices (annual %)",0.884709161,0.662891866,-1.138702154,2.477102415,3.378698625
Malaysia,MYS,"Intentional homicides (per 100,000 people)",0.996935996,0.945006145,0.762048353,0.723777076,..
Malaysia,MYS,"Internally displaced persons, total displaced by conflict and violence (number of people)",..,..,..,..,..
Malaysia,MYS,Lending interest rate (%),4.928440385,4.876892949,3.944207692,3.444106404,3.908026667
Malaysia,MYS,"Life expectancy at birth, total (years)",75.644,75.76,75.938,74.884,76.26
Malaysia,MYS,"Literacy rate, adult total (% of people ages 15 and above)",..,..,..,..,..
Malaysia,MYS,Logistics performance index: Overall (1=low to 5=high),3.22,..,..,..,3.6
Malaysia,MYS,Losses due to theft and vandalism (% of annual sales for affected firms),..,..,..,..,..
Malaysia,MYS,"Maternal mortality ratio (national estimate, per 100,000 live births)",..,..,..,..,..
Malaysia,MYS,Mobile cellular subscriptions (per 100 people),130.908501,135.9610804,131.6976181,140.5905675,141.2923164
Malaysia,MYS,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",..,14.4,..,..,..
Malaysia,MYS,Multidimensional poverty headcount ratio (World Bank) (% of population),0.1,..,..,..,..
Malaysia,MYS,Net migration,60604,60824,57483,46165,48997
Malaysia,MYS,Out-of-pocket expenditure (% of current health expenditure),36.64058304,36.0626564,34.24639893,32.08134842,..
Malaysia,MYS,"Persistence to last grade of primary, total (% of cohort)",92.51435089,97.00837708,97.69825745,..,..
Malaysia,MYS,"Physicians (per 1,000 people)",1.888,2.06,2.228,..,..
Malaysia,MYS,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",..,..,..,..,..
Malaysia,MYS,Political Stability and Absence of Violence/Terrorism: Estimate,0.247989401,0.146066397,0.124463096,0.058753986,0.140358165
Malaysia,MYS,Population living in slums (% of urban population),..,..,..,..,..
Malaysia,MYS,Pregnant women receiving prenatal care (%),..,..,..,..,..
Malaysia,MYS,Prevalence of moderate or severe food insecurity in the population (%),15.1,14.9,15.4,16,..
Malaysia,MYS,Prevalence of severe food insecurity in the population (%),6.7,6.6,6.3,6,..
Malaysia,MYS,Prevalence of undernourishment (% of population),4.4,3.8,3.2,2.7,..
Malaysia,MYS,"Primary completion rate, total (% of relevant age group)",92.40899658,93.65399933,100.2549973,101.0759964,95.11000061
Malaysia,MYS,Profit tax (% of commercial profits),21.8,19.6,..,..,..
Malaysia,MYS,Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),..,0,..,..,..
Malaysia,MYS,Proportion of seats held by women in national parliaments (%),13.90134529,14.41441441,14.86486486,14.86486486,13.57466063
Malaysia,MYS,"Pupil-teacher ratio, primary",..,..,..,..,..
Malaysia,MYS,Rail lines (total route-km),1655,1655,1655,1655,..
Malaysia,MYS,Refugee population by country or territory of asylum,121305,129102,129902,132086,134554
Malaysia,MYS,Regulatory Quality: Estimate,0.575907409,0.547572374,0.66661346,0.714465439,0.64400661
Malaysia,MYS,Risk of impoverishing expenditure for surgical care (% of people at risk),7.2,..,..,..,..
Malaysia,MYS,Rule of Law: Estimate,0.529128134,0.491362244,0.572214603,0.532973886,0.561897993
Malaysia,MYS,"Share of youth not in education, employment or training, total (% of youth population)",12.47,11.41,13.63,9.25,10.22
Malaysia,MYS,Statistical performance indicators (SPI): Overall score (scale 0-100),72.61416667,71.05041667,72.93708333,75.58958333,76.62125
Malaysia,MYS,"Suicide mortality rate (per 100,000 population)",5.4,5.7,..,..,..
Malaysia,MYS,"Survival to age 65, female (% of cohort)",86.839952,86.923665,87.160413,86.159602,87.521042
Malaysia,MYS,"Survival to age 65, male (% of cohort)",76.333556,76.674146,77.039977,75.946103,77.499413
Malaysia,MYS,Total greenhouse gas emissions (kt of CO2 equivalent),297793.9565,302134.912,302088.6631,..,..
Malaysia,MYS,Total tax and contribution rate (% of profit),39.2,38.7,..,..,..
Malaysia,MYS,"Unemployment, total (% of total labor force) (national estimate)",3.3,3.26,4.54,4.64,3.93
Malaysia,MYS,Voice and Accountability: Estimate,-0.100061126,-0.047836483,-0.155352876,-0.165285885,-0.002093449
Malaysia,MYS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",..,..,..,..,..
Malaysia,MYS,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",..,..,..,..,..
Maldives,MDV,Access to electricity (% of population),100,100,100,100,100
Maldives,MDV,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),..,..,..,..,..
Maldives,MDV,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),..,19.21985386,..,..,..
Maldives,MDV,"Air transport, passengers carried",1191383.083,1221786.675,292931,277881.434,..
Maldives,MDV,Compensation of employees (current LCU),8260698938,8898575130,8842745611,9300180824,..
Maldives,MDV,"Contraceptive prevalence, any method (% of married women ages 15-49)",..,..,..,..,..
Maldives,MDV,Control of Corruption: Estimate,-0.875025868,-0.263243586,-0.339506418,-0.379969805,-0.401500523
Maldives,MDV,Cost of business start-up procedures (% of GNI per capita),4,4.1,..,..,..
Maldives,MDV,"Current education expenditure, total (% of total expenditure in public institutions)",..,..,..,..,..
Maldives,MDV,Current health expenditure (% of GDP),7.44,7.66,11.35,10.03,..
Maldives,MDV,Forest area (% of land area),2.733333333,2.733333333,2.733333333,2.733333333,..
Maldives,MDV,Fossil fuel energy consumption (% of total),..,..,..,..,..
Maldives,MDV,Gini index,..,29.3,..,..,..
Maldives,MDV,Government Effectiveness: Estimate,-0.492414594,-0.195732102,-0.13092418,0.324197561,-0.13417545
Maldives,MDV,"Hospital beds (per 1,000 people)",4.95,6.36,5.04,..,..
Maldives,MDV,Human capital index (HCI) (scale 0-1),..,..,..,..,..
Maldives,MDV,"Immunization, DPT (% of children ages 12-23 months)",99,98,99,96,99
Maldives,MDV,"Immunization, HepB3 (% of one-year-old children)",99,98,99,96,99
Maldives,MDV,"Immunization, measles (% of children ages 12-23 months)",99,99,98,97,98
Maldives,MDV,Individuals using the Internet (% of population),70.9,77.4697,79.0978,85.2343,83.9119
Maldives,MDV,"Inflation, consumer prices (annual %)",-0.133373386,0.220029731,-1.369774256,0.543149689,2.333143376
Maldives,MDV,"Intentional homicides (per 100,000 people)",..,0.594638737,..,..,..
Maldives,MDV,"Internally displaced persons, total displaced by conflict and violence (number of people)",..,..,..,..,..
Maldives,MDV,Lending interest rate (%),10.67672289,11.52263579,11.60023032,11.56546101,10.92870651
Maldives,MDV,"Life expectancy at birth, total (years)",80.013,80.116,79.875,79.918,80.839
Maldives,MDV,"Literacy rate, adult total (% of people ages 15 and above)",..,..,..,97.86000061,..
Maldives,MDV,Logistics performance index: Overall (1=low to 5=high),2.67,..,..,..,..
Maldives,MDV,Losses due to theft and vandalism (% of annual sales for affected firms),..,..,..,..,..
Maldives,MDV,"Maternal mortality ratio (national estimate, per 100,000 live births)",..,..,..,..,..
Maldives,MDV,Mobile cellular subscriptions (per 100 people),175.1750865,164.1286164,139.513022,135.3978652,136.5417622
Maldives,MDV,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",..,2.3,..,..,..
Maldives,MDV,Multidimensional poverty headcount ratio (World Bank) (% of population),..,0,..,..,..
Maldives,MDV,Net migration,10578,6690,1134,1189,-8011
Maldives,MDV,Out-of-pocket expenditure (% of current health expenditure),19.78,17.46,16.91,14.33,..
Maldives,MDV,"Persistence to last grade of primary, total (% of cohort)",94.22429657,..,..,..,..
Maldives,MDV,"Physicians (per 1,000 people)",1.799,2.161,..,..,..
Maldives,MDV,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",..,..,..,..,..
Maldives,MDV,Political Stability and Absence of Violence/Terrorism: Estimate,0.082971118,0.027608531,0.362981379,0.534778357,0.667752326
Maldives,MDV,Population living in slums (% of urban population),35.4025,..,34.845,..,..
Maldives,MDV,Pregnant women receiving prenatal care (%),..,..,..,..,..
Maldives,MDV,Prevalence of moderate or severe food insecurity in the population (%),..,..,13.4,13.4,..
Maldives,MDV,Prevalence of severe food insecurity in the population (%),..,..,2.2,2.2,..
Maldives,MDV,Prevalence of undernourishment (% of population),..,..,..,..,..
Maldives,MDV,"Primary completion rate, total (% of relevant age group)",91.47899628,91.7519989,..,..,..
Maldives,MDV,Profit tax (% of commercial profits),13.1,13.1,..,..,..
Maldives,MDV,Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),..,..,..,..,..
Maldives,MDV,Proportion of seats held by women in national parliaments (%),5.882352941,4.597701149,4.597701149,4.597701149,4.597701149
Maldives,MDV,"Pupil-teacher ratio, primary",..,..,..,..,..
Maldives,MDV,Rail lines (total route-km),..,..,..,..,..
Maldives,MDV,Refugee population by country or territory of asylum,..,..,..,..,..
Maldives,MDV,Regulatory Quality: Estimate,-0.531163573,-0.551773667,-0.588554084,-0.613875866,-0.657294631
Maldives,MDV,Risk of impoverishing expenditure for surgical care (% of people at risk),..,..,..,..,..
Maldives,MDV,Rule of Law: Estimate,-0.55726546,-0.411952257,-0.303693801,-0.186269343,-0.027355907
Maldives,MDV,"Share of youth not in education, employment or training, total (% of youth population)",..,26.27,..,..,..
Maldives,MDV,Statistical performance indicators (SPI): Overall score (scale 0-100),50.735,52.8975,62.89708333,62.89875,61.81541667
Maldives,MDV,"Suicide mortality rate (per 100,000 population)",2.9,2.7,..,..,..
Maldives,MDV,"Survival to age 65, female (% of cohort)",92.275597,92.402573,92.624918,92.621436,92.880136
Maldives,MDV,"Survival to age 65, male (% of cohort)",89.863281,90.016373,89.749723,90.35113,90.714592
Maldives,MDV,Total greenhouse gas emissions (kt of CO2 equivalent),2216.909588,2490.697111,1994.511834,..,..
Maldives,MDV,Total tax and contribution rate (% of profit),30.2,30.2,..,..,..
Maldives,MDV,"Unemployment, total (% of total labor force) (national estimate)",..,4.562,..,..,..
Maldives,MDV,Voice and Accountability: Estimate,-0.675655544,-0.463619083,-0.323318839,-0.229317337,-0.243848056
Maldives,MDV,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",..,..,..,..,..
Maldives,MDV,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",..,..,..,..,..
Mali,MLI,Access to electricity (% of population),50.9,47.9,50.6,53.4,53
Mali,MLI,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),..,..,..,43.5,..
Mali,MLI,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),12.10471388,..,..,..,..
Mali,MLI,"Air transport, passengers carried",..,..,..,..,..
Mali,MLI,Compensation of employees (current LCU),4.86E+11,5.29E+11,6.31E+11,..,..
Mali,MLI,"Contraceptive prevalence, any method (% of married women ages 15-49)",17.2,..,..,..,..
Mali,MLI,Control of Corruption: Estimate,-0.711567581,-0.705255508,-0.801557362,-0.888018608,-0.879449666
Mali,MLI,Cost of business start-up procedures (% of GNI per capita),56.8,55.1,..,..,..
Mali,MLI,"Current education expenditure, total (% of total expenditure in public institutions)",97.76426697,96.20870972,97.39769745,97.95960999,..
Mali,MLI,Current health expenditure (% of GDP),3.73249912,3.82943797,3.47597885,4.47341442,..
Mali,MLI,Forest area (% of land area),10.89666363,10.89666363,10.89666363,10.89666363,..
Mali,MLI,Fossil fuel energy consumption (% of total),..,..,..,..,..
Mali,MLI,Gini index,36,..,..,35.7,..
Mali,MLI,Government Effectiveness: Estimate,-1.025983214,-1.099251866,-1.18722105,-1.251992822,-1.196823478
Mali,MLI,"Hospital beds (per 1,000 people)",0.25,..,..,..,..
Mali,MLI,Human capital index (HCI) (scale 0-1),0.321505189,..,0.318269581,..,..
Mali,MLI,"Immunization, DPT (% of children ages 12-23 months)",77,77,70,77,77
Mali,MLI,"Immunization, HepB3 (% of one-year-old children)",77,77,70,77,77
Mali,MLI,"Immunization, measles (% of children ages 12-23 months)",70,70,62,70,70
Mali,MLI,Individuals using the Internet (% of population),21.4,22.3111,28.3043,30.4642,33.0528
Mali,MLI,"Inflation, consumer prices (annual %)",0.299546507,-1.658266948,0.43808894,3.925602831,9.621476085
Mali,MLI,"Intentional homicides (per 100,000 people)",..,..,..,..,..
Mali,MLI,"Internally displaced persons, total displaced by conflict and violence (number of people)",120000,208000,326000,326000,380000
Mali,MLI,Lending interest rate (%),..,..,..,..,..
Mali,MLI,"Life expectancy at birth, total (years)",59.393,59.664,58.633,58.941,59.417
Mali,MLI,"Literacy rate, adult total (% of people ages 15 and above)",35.47377014,..,30.76140976,..,..
Mali,MLI,Logistics performance index: Overall (1=low to 5=high),2.59,..,..,..,2.6
Mali,MLI,Losses due to theft and vandalism (% of annual sales for affected firms),..,..,..,..,..
Mali,MLI,"Maternal mortality ratio (national estimate, per 100,000 live births)",..,..,..,..,..
Mali,MLI,Mobile cellular subscriptions (per 100 people),110.1396447,111.4650138,119.2779414,111.0929919,114.4971206
Mali,MLI,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",..,66.1,..,..,..
Mali,MLI,Multidimensional poverty headcount ratio (World Bank) (% of population),43.8,..,..,51.3,..
Mali,MLI,Net migration,-40761,-44428,-14978,-22236,-39998
Mali,MLI,Out-of-pocket expenditure (% of current health expenditure),32.55354309,31.07923317,44.73706055,34.0938797,..
Mali,MLI,"Persistence to last grade of primary, total (% of cohort)",..,..,..,..,..
Mali,MLI,"Physicians (per 1,000 people)",0.123,..,..,..,..
Mali,MLI,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",..,..,..,..,..
Mali,MLI,Political Stability and Absence of Violence/Terrorism: Estimate,-2.084461451,-2.214205742,-2.14628768,-2.332805395,-2.479408979
Mali,MLI,Population living in slums (% of urban population),46.12357,..,41.92883,..,..
Mali,MLI,Pregnant women receiving prenatal care (%),79.5,..,..,..,..
Mali,MLI,Prevalence of moderate or severe food insecurity in the population (%),..,..,..,..,..
Mali,MLI,Prevalence of severe food insecurity in the population (%),..,..,..,..,..
Mali,MLI,Prevalence of undernourishment (% of population),4.3,6.6,9.7,12.8,..
Mali,MLI,"Primary completion rate, total (% of relevant age group)",..,..,..,..,..
Mali,MLI,Profit tax (% of commercial profits),10.1,7.5,..,..,..
