Country Name,Country Code,Access to electricity (% of population),Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),Adequacy of social protection and labor programs (% of total welfare of beneficiary households),"Air transport, passengers carried",Compensation of employees (current LCU),"Contraceptive prevalence, any method (% of married women ages 15-49)",Control of Corruption: Estimate,"Current education expenditure, total (% of total expenditure in public institutions)",Current health expenditure (% of GDP),Forest area (% of land area),Gini index,Government Effectiveness: Estimate,"Hospital beds (per 1,000 people)","Immunization, DPT (% of children ages 12-23 months)","Immunization, HepB3 (% of one-year-old children)","Immunization, measles (% of children ages 12-23 months)",Individuals using the Internet (% of population),"Inflation, consumer prices (annual %)","Intentional homicides (per 100,000 people)","Internally displaced persons, total displaced by conflict and violence (number of people)",Lending interest rate (%),"Life expectancy at birth, total (years)","Literacy rate, adult total (% of people ages 15 and above)",Losses due to theft and vandalism (% of annual sales for affected firms),Mobile cellular subscriptions (per 100 people),Multidimensional poverty headcount ratio (World Bank) (% of population),Net migration,Out-of-pocket expenditure (% of current health expenditure),"Persistence to last grade of primary, total (% of cohort)","Physicians (per 1,000 people)",Political Stability and Absence of Violence/Terrorism: Estimate,Pregnant women receiving prenatal care (%),Prevalence of moderate or severe food insecurity in the population (%),Prevalence of severe food insecurity in the population (%),Prevalence of undernourishment (% of population),"Primary completion rate, total (% of relevant age group)",Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Proportion of seats held by women in national parliaments (%),Rail lines (total route-km),Refugee population by country or territory of asylum,Regulatory Quality: Estimate,Risk of impoverishing expenditure for surgical care (% of people at risk),Rule of Law: Estimate,"Share of youth not in education, employment or training, total (% of youth population)",Statistical performance indicators (SPI): Overall score (scale 0-100),"Survival to age 65, female (% of cohort)","Survival to age 65, male (% of cohort)","Unemployment, total (% of total labor force) (national estimate)",Voice and Accountability: Estimate,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)"
Guyana,GUY,92.9,34.145,19.70236335155556,7512.0,1963314827102.8574,63.49661016949153,-0.187444076,96.86025103647059,4.94385052,93.50334417,32.56,-0.261376172,2.59,98.0,98.0,95.0,81.0716,5.032855746,16.28204985,73250.0,8.875,65.673,63.25333404333334,1.1566037735849057,106.3926311,31.040000000000003,-4316.0,28.72393608,88.492141726,0.8341999999999999,-0.137163654,88.38695652173912,80.19999999999999,37.45,2.5,85.54830170599999,0.6931578947368421,35.71428571,862.77,40.0,-0.522020161,65.85,-0.416192442,29.6052,56.3075,67.92499,51.971027,5.9732,0.24064225,64.55652173913043,69.60526315789474
Haiti,HTI,47.2,35.9975,17.644452985333338,23119.0,2607461120327.143,64.03050847457628,-1.441358924,96.98817264529411,3.47919273,12.48875181,31.72,-2.21875,4.77,51.0,51.0,65.0,38.94501834,16.84152402,13.00712841,17000.0,13.3475,63.192,72.21500015000001,1.1622641509433964,63.9349717,23.380000000000003,-32977.0,43.53165817,88.881111148,1.4484,-1.128099442,87.8391304347826,82.6,42.9,45.0,96.730453504,0.6152631578947368,31.529017855,651.8799999999999,92.0,-1.339318514,49.5,-1.262203574,30.7606,39.57208333,67.481784,54.725603,7.239600000000001,-0.952238917,64.7304347826087,70.22105263157894
Honduras,HND,94.1,37.85,15.586542619111114,271314.0,3251607413551.4287,64.56440677966103,-1.091018438,97.11609425411766,9.16101742,56.6476897,30.88,-0.818129122,0.66,77.0,77.0,81.0,51.9801,4.480879634,38.34274689,247000.0,15.96583333,70.123,81.17666625666666,1.1679245283018869,73.55959801,15.719999999999999,-5779.0,51.70560074,89.27008057,2.0626,-0.627824068,87.29130434782608,56.1,23.5,18.7,107.912605302,0.5373684210526315,27.34375,440.9899999999998,144.0,-0.534852624,45.6,-1.087209821,31.916,60.4525,76.968586,67.257172,8.506,-0.589030981,64.90434782608695,70.83684210526316
"Hong Kong SAR, China",HKG,100.0,97.8,13.528632252888894,777197.0,3895753706775.715,65.09830508474576,1.679690242,97.24401586294118,8.27050871,39.564019625,30.04,1.489806294,3.75,88.0,79.0,90.0,93.0872,1.568758344,0.306888506,311750.0,5.0,85.53268293,90.13833236333335,1.1735849056603773,319.4262706,8.059999999999999,0.0,38.172800370000004,81.28414154,2.6768,0.263209611,86.74347826086957,34.35,13.25,2.5,119.0947571,0.45947368421052626,20.204538315,230.1,271.0,1.568099856,23.05,1.412281513,7.242,74.77479166500001,95.797661,91.143606,5.174,-0.255466372,65.07826086956521,71.45263157894736
Hungary,HUN,100.0,88.22,11.470721886666674,20127200.0,4539900000000.0,65.63220338983051,0.012517746,97.37193747176471,7.38,22.48034955,29.2,0.597632289,6.84,99.0,81.0,99.0,88.6408,5.110965344,0.772416611,376500.0,2.964537618,74.16341463,99.09999847,1.179245283018868,106.9277943,0.4,19870.0,24.64,82.56006857,3.291,0.798463762,86.19565217391303,12.6,3.0,2.5,94.28794861,0.381578947368421,13.06532663,8037.0,5676.0,0.48528415,0.5,0.506304801,10.608,89.09708333,84.872704,70.909985,4.045,0.397210419,65.25217391304348,72.06842105263158
Iceland,ISL,100.0,100.0,9.41281152044445,1499034.0,244809000000.0,66.16610169491526,1.760617852,97.49985908058824,9.73,0.515752256,31.0,1.595255256,4.22,92.0,83.0,92.0,99.687,4.444239702,0.540051575,441250.0,5.404157498,83.16585366,99.04333177833334,1.1849056603773587,118.0741761,1.3666666666666667,622.0,14.65,83.83599559999999,2.4256666666666664,1.372178674,85.64782608695651,6.1,1.6,2.5,98.53270721,0.3036842105263158,47.61904762,38069.865,1830.0,1.527742386,0.0,1.712641954,6.973,86.58625,93.889931,90.577255,6.029,1.362912297,65.42608695652173,72.68421052631578
India,IND,99.6,77.53,7.354901154222226,83964797.0,192552404500000.0,66.7,-0.316493511,97.62778068941176,3.28,24.35982901,32.8,0.25085631,1.6,85.0,85.0,89.0,80.89574999999999,5.131407472,2.936278893,506000.0,8.698333333,67.24,98.98666508666668,1.1905660377358491,81.98893361,2.3333333333333335,-301970.0,49.82,85.11192263,1.5603333333333331,-0.691997945,85.1,5.5,0.8,16.6,99.08499908,0.22578947368421054,14.44444444,68102.73,212413.0,-0.090854593,43.9,-0.108277,28.006,75.25458333,69.983461,61.849965,6.38,0.090988867,65.6,73.3
Indonesia,IDN,99.2,51.76,5.296990788,33549828.0,384860000000000.0,66.11379310344827,-0.449074686,97.75570229823529,3.70636249,48.36194487,35.5,0.347363114,1.36,67.0,67.0,72.0,62.1045,1.560129905,2.31250639875,73000.0,8.9225,67.57,98.929998395,1.1962264150943396,133.6505363,3.3,-14992.0,27.48734474,86.38784966,0.695,-0.531467199,85.23103448275862,4.9,0.0,5.9,103.3820038,0.1478947368421053,21.04347826,38778.865,9982.0,0.287561029,23.3,-0.253610879,22.455,78.77916667,72.05884,62.017391,3.827,0.149607942,65.8206896551724,73.3551724137931
"Iran, Islamic Rep.",IRN,100.0,89.98,5.371495516937499,13695897.02,256581472208000.0,65.52758620689656,-1.11569345,97.88362390705882,5.77013779,6.635211094,35.5,-0.886557579,1.33,98.0,98.0,99.0,78.5957,43.38901627,1.6887339044999998,630000.0,7.7581500138,73.875,98.87333170333333,1.2018867924528303,154.5542763,0.8,28080.0,34.51460648,87.66377668999999,1.8173333333333335,-1.584384561,85.36206896551724,40.8,7.4,6.1,101.70326488333333,0.07,5.594405594,9455.0,798343.0,-1.633865952,32.2,-0.966126442,27.468,57.71875,86.039875,76.438069,9.282,-1.467778921,66.04137931034482,73.4103448275862
Iraq,IRQ,100.0,18.57,5.446000245874999,1620013.0,128302944416000.0,64.94137931034483,-1.268725276,98.01154551588235,5.24727583,1.900361184,32.8,-1.319648147,1.3,78.0,78.0,75.0,65.0022,6.041864891,1.0649614102499998,1187000.0,6.5938000275999995,70.378,98.81666501166667,1.207547169811321,93.60441472,8.450000000000001,-60097.0,49.908741,88.93970372,2.9396666666666667,-2.384559393,85.49310344827586,23.099999999999998,4.9,16.3,100.02452596666667,0.06222222222222223,28.87537994,5552.5,280072.0,-1.12823391,16.1,-1.748872519,36.932,58.19375,78.544087,69.446181,16.173,-0.96300292,66.26206896551723,73.4655172413793
Ireland,IRL,100.0,99.66,5.5205049748125,74065210.0,24416624000.0,64.35517241379311,1.61967814,98.13946712470589,6.71662664,11.40978371,30.1,1.465444922,1.8866666666666667,94.0,93.0,90.0,94.456,2.340341134,0.441188916,1076222.2222222222,5.429450041399999,82.35365854,98.75999832,1.2132075471698114,107.7677124,16.1,15320.0,10.68828297,90.21563075,4.062,0.84353143,85.62413793103448,5.4,2.4,2.5,98.34578705,0.05444444444444445,22.5,1650.0,9571.0,1.552541137,0.0,1.493408203,7.285,91.98166667,93.230413,89.68202,6.364,1.418249011,66.48275862068965,73.52068965517242
Isle of Man,IMN,100.0,96.295,5.59500970375,38251208.5,73436812000.0,63.768965517241384,1.2246473435,98.26738873352942,7.30831332,6.070175439,34.0,1.3590536115,2.4733333333333336,96.0,94.5,94.5,92.37645,1.9252708054999998,1.1924981275,965444.4444444445,4.2651000552,80.525,98.70333162833333,1.2188679245283018,124.10810975,8.200000000000001,517.0,15.244141485,91.49155778,3.858,-0.13937553749999998,85.7551724137931,9.3,2.75,2.5,96.528362275,0.046666666666666676,25.416666665,1685.0,5381.0,1.376854837,0.65,1.200179577,12.0235,86.61458333499999,90.856575,86.169822,5.588,1.0463137625,66.70344827586206,73.57586206896552
Israel,ISR,100.0,92.93,5.6695144326874995,2437207.0,122457000000.0,63.18275862068966,0.829616547,98.39531034235294,7.9,6.469500924,37.9,1.252662301,3.06,98.0,96.0,99.0,90.2969,1.510200477,1.943807339,854666.6666666666,3.100750069,82.5,98.64666493666667,1.2245283018867925,140.4485071,0.3,16856.0,19.8,92.76748481,3.654,-1.122282505,85.88620689655173,13.2,3.1,2.5,94.7109375,0.03888888888888889,28.33333333,1720.0,1191.0,1.201168537,1.3,0.906950951,16.762,81.2475,93.697415,88.042752,4.812,0.674378514,66.92413793103448,73.63103448275862
Italy,ITA,100.0,97.29,5.744019161624999,2449339.0,102503000000.0,62.59655172413793,0.517414451,98.52323195117647,9.38,32.53089947,34.8,0.326035768,2.37,94.0,94.0,94.0,74.8623,1.873783258,0.511475886,743888.8888888889,2.025916667,82.64634146,98.589998245,1.2301886792452832,131.86107,2.4,28021.0,21.89,94.04341184,4.126,0.550413907,86.01724137931035,5.7,1.8,2.5,98.23879242,0.031111111111111117,35.71428571,17305.2,144862.0,0.526738524,0.2,0.240628809,19.768,91.6525,93.823084,89.071502,9.497,1.084909081,67.14482758620689,73.68620689655172
Jamaica,JAM,100.0,73.3,5.818523890562499,23929742.5,2946451500000.0,62.01034482758621,-0.052980192,98.65115356,7.18521214,55.47306556,40.2,0.378315657,1.68,90.0,89.0,88.0,82.3607,5.862782428,52.12727188,633111.1111111111,11.49333333,70.5,98.53333155333334,1.2358490566037736,102.7483172,0.7,-5664.0,13.07991982,95.31933887,3.346,0.217914656,86.14827586206896,54.4,25.6,8.3,97.92959404,0.023333333333333338,28.57142857,16980.3,31.0,0.184438393,6.5,-0.196268678,26.052,63.23583333,77.216714,67.874674,5.188,0.620010316,67.36551724137931,73.74137931034483
Japan,JPN,100.0,98.49,5.8930286195,45410146.0,5790400000000.0,61.42413793103449,1.5360502,93.340255735,10.82,68.40877915,36.53333333333333,1.362755299,1.5299999999999998,99.0,96.0,95.0,82.9141,-0.233352779,0.228708942,522333.33333333326,9.254583331500001,84.44560976,98.47666486166666,1.241509433962264,160.8817412,10.149999999999999,87584.0,12.03,96.5952659,2.5660000000000003,1.015356421,86.27931034482758,4.4,0.9,3.2,97.62039566,0.015555555555555559,9.677419355,16655.4,1508.0,1.369840145,0.1,1.540563464,29.450499999999998,90.20458333,94.973999,90.654491,2.828,1.066730976,67.58620689655172,73.79655172413793
Jordan,JOR,99.9,47.12,5.9675333484375,1695302.0,3313032500000.0,60.837931034482764,0.026834955,88.02935791,7.28875065,1.098047165,32.86666666666667,0.195509046,1.38,77.0,77.0,76.0,86.0,1.346093772,1.022579497,411555.5555555555,7.015833333,74.256,98.41999817,1.2471698113207548,65.26176509,19.599999999999998,14374.0,37.45389557,97.87119293,1.7860000000000005,-0.315793395,86.4103448275862,3.4000000000000004,0.7,2.85,97.31119728,0.007777777777777779,11.53846154,16330.5,3047612.0,0.134313285,0.30000000000000004,0.182648703,32.849,76.31166667,86.027929,77.987393,19.837,-0.790810168,67.80689655172414,73.85172413793103
Kazakhstan,KAZ,100.0,81.11,6.0420380773749995,8765001.0,835665000000.0,60.251724137931035,-0.259159893,88.3898983,3.92,1.290483832,29.2,0.030397773,3.654,95.0,95.0,97.0,90.924,8.04147134,3.148746226,300777.77777777775,9.5479158415,70.23,98.566998292,1.2528301886792454,127.4765953,29.049999999999997,-18917.0,25.03,98.012767028,1.0060000000000002,-0.231327519,86.54137931034482,2.4,0.5,2.5,97.0019989,0.0,27.10280374,16005.6,352.0,0.077017717,0.5,-0.508473933,25.790999999999997,78.31916667,78.941192,59.405472,12.765,-1.130985618,68.02758620689654,73.90689655172415
Kenya,KEN,76.5,79.2,6.116542806312499,2459106.0,773899000000.0,59.66551724137931,-0.735883415,88.75043869000001,4.54763126,6.344818498,38.7,-0.324745864,5.928,91.0,91.0,89.0,38.2459,6.107936037,5.274912955,190000.0,12.07999835,61.427,98.713998414,1.258490566037736,122.7902388,38.5,-52549.0,22.76805115,98.154341126,0.226,-1.032414198,86.67241379310344,72.3,28.0,27.8,97.37054824750001,0.0,21.61383285,13081.325,481048.0,-0.460586369,16.45,-0.421999156,18.733,66.06166667,57.175653,44.765365,5.693,-0.363395393,68.24827586206897,73.96206896551725
Kiribati,KIR,92.8,85.69,6.19104753525,46390.423,103206876.9,59.07931034482759,0.28176564,89.11097908,14.81,1.456790123,36.766666666666666,0.094407447,8.202,90.0,90.0,80.0,54.0494,2.053616768,3.690252778333333,146500.0,9.014721122333334,67.417,98.860998536,1.2641509433962264,40.83989013,25.700000000000003,-296.0,0.67,98.295915224,0.24042857142857144,1.13891089,86.80344827586207,41.0,8.0,12.1,97.739097595,0.0,6.666666667,10157.05,321885.0,-0.384524792,32.4,0.884038448,22.061,42.67916667,72.938889,65.395002,5.008333333333333,1.123882055,68.46896551724137,74.01724137931035
"Korea, Dem. People's Rep.",PRK,52.6,92.18,6.2655522641875,523.761,27967051603438.45,58.49310344827587,-1.622233987,89.47151947,12.070727615,49.90333029,34.833333333333336,-1.584925175,10.475999999999999,41.0,41.0,42.0,75.81035,2.2759750505,2.1055926016666664,103000.0,5.9494438946666675,73.284,99.007998658,1.269811320754717,23.10188288,12.900000000000002,-1589.0,14.884411774999998,98.437489322,0.2548571428571429,-0.477292448,86.93448275862069,23.3,4.4,45.5,98.1076469425,0.0,17.61280932,7232.775,162722.0,-2.342786789,16.25,-1.634662986,25.389000000000003,65.39,82.913996,73.263939,4.323666666666666,-2.06180954,68.6896551724138,74.07241379310345
"Korea, Rep.",KOR,100.0,98.67,6.340056993125,34020088.0,55934000000000.0,57.906896551724145,0.733705759,89.83205986,9.33145523,64.31352459,32.9,1.367321134,12.75,98.0,98.0,98.0,97.5713,2.498333333,0.520932425,59500.0,2.884166667,83.52682927,99.15499878,1.2754716981132077,140.5658819,0.1,43440.0,29.09882355,98.57906342,0.2692857142857143,0.629525959,87.06551724137931,5.6,0.8,2.5,98.47619629,0.0,19.0,4308.5,3559.0,1.092285156,0.1,1.096293449,28.717000000000002,88.10083333,95.427823,89.327938,3.639,0.932049394,68.9103448275862,74.12758620689655
Kosovo,XKX,100.0,58.01,6.4145617220624995,18101488.0,37310977185501.67,57.320689655172416,-0.341269404,90.19260025,7.556331395,32.3321270535,31.53333333333333,-0.257235944,9.91,96.0,96.0,96.0,98.63565,3.353691392,1.0250966743999999,16000.0,3.2950666670000004,76.806,99.301998902,1.2811320754716982,151.67111075,0.3,-15050.0,19.20313454,97.806544498,0.2837142857142857,-0.113625251,87.19655172413793,8.25,2.6500000000000004,2.5,97.75746409,0.0,10.269230769,3011.333333333333,2139.5,-0.288337767,8.35,-0.300333023,32.045,79.16312500000001,89.302521,80.442749,20.392,-0.083772555,69.13103448275862,74.18275862068965
Kuwait,KWT,100.0,51.55,6.489066450999999,2182888.0,18687954371003.336,56.73448275862069,-0.056274436,90.55314064000001,5.78120756,0.350729517,30.166666666666668,-0.073153965,7.07,94.0,94.0,94.0,99.7,3.423629476,1.5292609238,12810.0,3.705966667,78.673,99.448999024,1.2867924528301886,162.7763396,0.5,-36843.0,9.30744553,97.03402557599999,0.29814285714285715,0.262982517,87.32758620689656,10.9,4.5,2.5,97.03873189000001,0.0,1.538461538,1714.1666666666665,720.0,0.160742253,16.6,0.240280911,23.97,70.22541667,92.841173,87.466759,12.244,-0.704744577,69.35172413793103,74.23793103448276
Kyrgyz Republic,KGZ,99.7,45.09,6.563571179937499,171347.337,64931556505.0,56.14827586206897,-1.149718881,90.91368103,5.44,6.953180396,28.8,-0.776597917,4.23,89.0,89.0,93.0,74.6424,11.90503982,2.0334251731999995,9620.0,16.6226605,71.9,99.595999146,1.2924528301886793,130.3819712,0.7,-16510.0,40.66,96.261506654,0.3125714285714286,-0.467156112,87.45862068965518,6.9,1.1,4.8,96.31999969,0.0,20.45454545,417.0,317.0,-0.625227749,24.85,-1.098847032,15.895,80.45416667,81.848439,60.539918,4.096,-0.590770304,69.57241379310345,74.29310344827586
Lao PDR,LAO,100.0,37.32,6.638075908875,157293.0,11453300000000.0,55.56206896551724,-1.054846048,90.706169891,2.74392009,71.75476603,31.549999999999997,-0.615879834,1.31,75.0,75.0,73.0,62.0,3.755620367,2.5375894226,6430.0,14.519182874999998,68.061,99.742999268,1.29811320754717,64.95535792,0.6,-10303.0,30.94367599,95.488987732,0.327,0.71241802,87.5896551724138,34.1,7.2,4.7,90.18099976,0.0,21.95121951,1138.05,511.0,-0.90892607,33.1,-0.663793445,12.291,59.84708333,74.674924,66.277733,5.8045,-1.67815423,69.79310344827586,74.34827586206897
Latvia,LVA,100.0,96.62,6.7125806378125,1598685.0,2936046181.0,54.97586206896552,0.720862389,90.49865875200001,9.04,54.87160534,34.3,0.834164917,2.02,94.0,94.0,97.0,91.1796,3.275829374,3.041753672,3240.0,12.415705249999998,72.9804878,99.88999939,1.3037735849056604,115.358508,0.5,-6815.0,26.99,94.71646881,0.9874285714285715,0.673323035,87.72068965517242,9.4,1.0,2.5,98.07154083,0.0,29.0,1859.1,705.0,1.216103435,6.8,0.950110793,8.687,87.14625,85.461941,66.911154,7.513,0.896955788,70.01379310344828,74.40344827586208
Lebanon,LBN,100.0,20.7,6.7870853667499995,1603134.0,5497860000000.0,54.389655172413796,-1.248038173,90.291147613,10.06154442,14.06940371,34.699999999999996,-1.311697364,2.73,67.0,67.0,67.0,87.8626,154.756096,3.458006224,50.0,10.312227625,75.047,99.87999979666667,1.3094339622641509,76.67627276,0.48333333333333334,-115122.0,34.71579361,92.20973206,1.647857142857143,-1.481944561,87.85172413793104,36.5,12.6,24.25,96.245468138,0.0,4.6875,1869.0833333333333,1328541.0,-0.905129552,27.650000000000002,-1.091359019,9.124833333333333,59.91333333,86.089341,78.751893,7.446166666666667,-0.627343535,70.23448275862069,74.45862068965518
Lesotho,LSO,50.4,36.165,6.861590095687499,1391581.475,6130187159.0,53.803448275862074,-0.346612543,90.083636474,10.21370411,1.137022398,35.1,-0.948357463,2.16,87.0,87.0,90.0,43.6957,6.04774592,3.874258776,53366.666666666664,8.20875,53.062,99.87000020333333,1.3150943396226416,79.83391293,0.4666666666666667,-1490.0,14.05314064,93.22894941428571,2.3082857142857143,-0.213269129,87.98275862068965,56.7,32.8,46.0,94.41939544600001,0.0,23.33333333,1879.0666666666666,296.0,-0.757836819,48.5,-0.42984879,9.562666666666667,57.12583333,41.875328,29.953589,7.379333333333333,-0.01354558,70.45517241379311,74.51379310344828
Liberia,LBR,29.8,51.63,6.936094824625,1180028.95,5342377052.0,53.21724137931035,-0.939240754,89.87612533500001,16.6163311,78.77055648,35.5,-1.410380125,1.59,66.0,66.0,58.0,27.8136,4.4580380989999995,4.290511328,106683.33333333333,7.717353856333333,60.747,99.86000061,1.3207547169811322,31.82876165,0.45,-11862.0,24.67733574,94.24816676857142,2.968714285714286,-0.286361516,88.11379310344827,81.2,37.5,38.4,92.593322754,0.0,10.95890411,1889.05,8169.0,-0.963078558,36.9,-0.942568839,10.000499999999999,63.19125,58.421283,52.890384,7.3125,-0.017524421,70.67586206896551,74.56896551724138
Libya,LBY,70.2,65.59666666666666,7.0105995535625,968476.425,4554566945.0,52.63103448275862,-1.584494829,89.66861419600001,13.684220733333333,0.123327688,35.9,-1.747464895,3.2,73.0,73.0,73.0,84.3378,2.868330278,4.7067638800000005,160000.0,7.225957712666667,71.911,99.85000101666667,1.3264150943396227,206.7027087,0.43333333333333335,-696.0,26.504890493333335,95.26738412285714,3.6291428571428574,-2.308345795,88.2448275862069,39.8,21.2,8.4,90.767250062,0.0,15.95744681,1899.0333333333333,3141.0,-1.967465401,25.3,-1.803972363,10.438333333333333,22.71625,79.810403,70.506989,7.245666666666667,-1.460464597,70.89655172413794,74.62413793103448
Liechtenstein,LIE,100.0,79.56333333333333,7.0851042825,489882.7125,3766756838.0,52.0448275862069,1.665377736,89.461103057,10.752110366666667,41.875,36.300000000000004,1.46519196,3.516666666666667,81.5,81.5,80.5,95.5694,3.7759372435,5.123016432,128560.0,6.734561569,84.40243902,99.84000142333333,1.3320754716981131,126.0867338,0.4166666666666667,231.0,28.332445246666666,96.28660147714285,4.289571428571429,1.595491529,88.37586206896552,24.15,11.65,5.45,88.94117737,0.0,28.0,1909.0166666666667,133.0,1.528091311,13.700000000000003,1.704547763,10.876166666666666,55.494166664999995,94.749867,91.353015,7.178833333333333,1.329378724,71.11724137931034,74.67931034482758
Lithuania,LTU,100.0,93.53,7.1596090114374995,11289.0,2978946731.0,51.45862068965518,0.824829578,89.253591918,7.82,35.18074908,36.7,1.018737197,3.8333333333333335,90.0,90.0,88.0,86.9305,4.683544209,2.583747047,97120.0,6.243165425333333,74.03658537,99.83000183,1.3377358490566038,133.7323188,0.4,-11853.0,30.16,97.30581883142857,4.95,0.80971843,88.50689655172414,8.5,2.1,2.5,103.0906296,0.0,27.65957447,1919.0,1880.0,1.270186067,2.1,1.074934721,11.314,88.27208333,86.297283,65.538032,7.112,1.030862808,71.33793103448276,74.7344827586207
Luxembourg,LUX,100.0,80.825,7.234113740374999,1081478.0,5048281386.0,50.872413793103455,1.841181636,89.04608077900001,5.67,34.45382721,32.7,1.679036856,4.15,99.0,96.0,99.0,98.6609,2.526920091,0.62566379,65680.0,5.751769281666666,82.59756098,98.47000122,1.3433962264150945,137.0751156,2.7,6949.0,8.93,98.32503618571428,5.016875000000001,1.193919539,88.63793103448276,2.7,0.6,2.5,76.81288147,0.0,35.0,271.0,6011.0,1.906693339,0.0,1.748023629,9.827,88.41333333,93.910827,89.04249,5.571,1.495927095,71.55862068965517,74.7896551724138
"Macao SAR, China",MAC,100.0,68.12,7.308618469312499,698047.0,23392997581.0,50.28620689655173,0.815776765,88.83856964,4.5872614,27.89775986,34.7,1.084040165,3.615,78.0,76.5,71.5,88.4681,0.026454365,0.43693117,34240.0,5.260373138,85.399,97.11000061,1.349056603773585,185.6588995,10.8,4004.0,20.820789185,99.34425354,5.08375,1.028874636,88.76896551724138,33.800000000000004,6.3999999999999995,8.0,95.77777863,0.0,26.440397349999998,472.0,3088.0,1.777810216,13.799999999999999,0.780774713,9.68275,71.39708333,96.000462,91.622031,5.3382499999999995,-0.534086645,71.77931034482759,74.8448275862069
Madagascar,MDG,35.1,55.415,7.383123198249999,109461.4,2891420000000.0,49.7,-0.952458918,90.69494883,3.5045228,21.34169251,36.7,-1.027718067,3.08,57.0,57.0,44.0,18.1313,5.812251188,0.5325464719999999,2800.0,48.28333333,64.485,97.29750061,1.3547169811320754,56.30041625,18.9,-742.0,32.71157837,98.84362793,5.150625,-0.54227978,88.9,64.9,12.2,51.0,63.17200089,0.0,17.8807947,673.0,165.0,-0.836634576,27.599999999999998,-0.885180354,9.538499999999999,54.38083333,68.371788,59.070234,5.105499999999999,-0.273578018,72.0,74.9
Malawi,MWI,14.2,42.71,7.4576279271875,1290.356,552891000000.0,44.642857142857146,-0.323193759,92.55132802,7.41194487,23.33156555,38.7,-0.792836785,2.545,93.0,93.0,90.0,26.9325,9.330144108,0.628161774,83600.0,23.88125,62.904,97.48500061,1.360377358490566,60.03162334,26.999999999999996,-1775.0,14.1083765,98.34300232,5.2175,-0.109315783,88.34285714285714,82.4,52.2,17.8,86.5739975,0.0,22.91666667,1164.0,21529.0,-0.801559806,41.4,-0.249046683,9.39425,65.12583333,62.926422,46.861151,4.87275,0.07454396,65.32857142857142,72.07142857142858
Malaysia,MYS,100.0,88.37,7.5321326561249995,4965360.963,85854000000.0,39.58571428571429,0.146786317,94.40770721,4.38380671,58.02431898,40.7,0.95354408,2.01,95.0,94.0,96.0,96.7514,2.477102415,0.723777076,164400.0,3.444106404,74.884,97.67250061,1.3660377358490567,140.5905675,35.1,46165.0,32.08134842,97.84237671,5.284375000000001,0.058753986,87.78571428571429,16.0,6.0,2.7,101.0759964,0.0,14.86486486,1655.0,132086.0,0.714465439,55.199999999999996,0.532973886,9.25,75.58958333,86.159602,75.946103,4.64,-0.165285885,58.65714285714286,69.24285714285715
Maldives,MDV,100.0,65.935,7.6066373850625,277881.434,9300180824.0,34.528571428571425,-0.379969805,96.1836586,10.03,2.733333333,38.2,0.324197561,2.293333333333333,96.0,96.0,97.0,85.2343,0.543149689,0.609080784,245200.0,11.56546101,79.918,97.86000061,1.3716981132075472,135.3978652,43.2,1189.0,14.33,97.3417511,5.35125,0.534778357,87.22857142857143,13.4,2.2,7.750000000000001,100.20842488666666,0.0,4.597701149,1469.6,91030.5,-0.613875866,69.0,-0.186269343,9.574666666666667,62.89875,92.621436,90.35113,4.224666666666667,-0.229317337,51.98571428571428,66.41428571428571
Mali,MLI,53.4,43.5,7.681142114,437802.717,5516039134.5,29.47142857142857,-0.888018608,97.95960999,4.47341442,10.89666363,35.7,-1.251992822,2.5766666666666667,77.0,77.0,70.0,30.4642,3.925602831,0.494384492,326000.0,10.6265354746,58.941,96.400001525,1.3773584905660377,111.0929919,51.3,-22236.0,34.0938797,96.84112549,5.418125,-2.332805395,86.67142857142858,10.3,2.05,12.8,99.34085337333333,0.0,27.27272727,1284.2,49975.0,-0.634793401,82.8,-0.919275939,9.899333333333333,57.29291667,58.728888,51.747337,3.8093333333333335,-0.777718246,45.31428571428572,63.58571428571429
Malta,MLT,100.0,96.45,7.7556468429375,597724.0,1731897445.0,24.414285714285715,0.293049514,96.89316886142858,10.58,1.4375,34.27142857142857,0.853372395,2.86,99.0,99.0,90.0,87.4698,1.497892179,0.3796882,336600.0,9.6876099392,82.50731707,94.94000244,1.3830188679245283,123.3832876,44.0,10408.0,17.58957553,96.34049988,5.485,0.887379706,86.11428571428571,7.2,1.9,4.6,98.47328186,0.0,13.43283582,1098.8,9335.0,0.801096201,45.05,0.836222589,10.224,80.43708333,95.068522,91.825601,3.394,1.071459293,38.64285714285714,60.75714285714286
Marshall Islands,MHL,99.8,94.47666666666667,7.830151571875,30115.0,15293401630.0,19.357142857142854,0.416723073,95.82672773285715,12.54863834,52.22222222,32.84285714285714,0.024143923,3.1433333333333335,86.0,89.0,85.0,72.2377,2.531528513,1.1256488956666666,347200.0,8.7486844038,65.269,80.95000076,1.388679245283019,38.04994055,36.7,-1901.0,1.08527136,83.44577789,5.183111111111112,0.933938026,85.55714285714286,30.45,5.699999999999999,6.6499999999999995,109.6999969,0.0,6.060606061,913.4,55638.5,-0.648921907,7.3,0.769646406,39.972,36.3,66.410234,57.937269,9.823,1.096600771,31.971428571428568,57.92857142857143
